loss,mae,val_loss,val_mae,learning_rate
0.24102917313575745,0.19234436750411987,0.1527659296989441,0.15131689608097076,0.0010000000474974513
0.12434152513742447,0.13545425236225128,0.04391065612435341,0.10863608121871948,0.0010000000474974513
0.16486895084381104,0.13994251191616058,0.04869076982140541,0.09503914415836334,0.0010000000474974513
0.14820542931556702,0.13918384909629822,0.07207144796848297,0.131395623087883,0.0010000000474974513
0.1447295993566513,0.13570807874202728,0.08225767314434052,0.12303607910871506,0.0010000000474974513
0.09239692240953445,0.11645156890153885,0.03525940328836441,0.09353219717741013,0.0010000000474974513
0.14271782338619232,0.1241527646780014,0.05540459230542183,0.11000332236289978,0.0010000000474974513
0.21337202191352844,0.1422504186630249,0.06043853983283043,0.09908483922481537,0.0010000000474974513
0.10390697419643402,0.11553441733121872,0.047494374215602875,0.09666936099529266,0.0010000000474974513
0.0651213601231575,0.10188858211040497,0.05911239609122276,0.12200149148702621,0.0010000000474974513
0.07429620623588562,0.10223395377397537,0.16703644394874573,0.1526539921760559,0.0010000000474974513
0.10212979465723038,0.109622061252594,0.05031099170446396,0.0986715629696846,0.0010000000474974513
0.08500553667545319,0.09882894903421402,0.030258823186159134,0.08168604224920273,0.0005000000237487257
0.0678417906165123,0.09324008226394653,0.023481793701648712,0.08085846900939941,0.0005000000237487257
0.059325460344552994,0.09339624643325806,0.022034160792827606,0.07316731661558151,0.0005000000237487257
0.06069877743721008,0.09270934760570526,0.06322472542524338,0.11143695563077927,0.0005000000237487257
0.049504682421684265,0.09012895077466965,0.03595587983727455,0.09223730117082596,0.0005000000237487257
0.05163096636533737,0.08964979648590088,0.022327803075313568,0.07615207135677338,0.0005000000237487257
0.0501243956387043,0.08926761150360107,0.02561969868838787,0.07999063283205032,0.0005000000237487257
0.060478415340185165,0.08845936506986618,0.04482395946979523,0.08711165934801102,0.0005000000237487257
0.044682979583740234,0.0871996283531189,0.03634976968169212,0.092987559735775,0.0005000000237487257
0.03176318109035492,0.08052391558885574,0.021187633275985718,0.07330293208360672,0.0002500000118743628
0.0536467581987381,0.08568813651800156,0.018536187708377838,0.07637988775968552,0.0002500000118743628
0.06405032426118851,0.0865650400519371,0.022339966148138046,0.0831720307469368,0.0002500000118743628
0.047657132148742676,0.08550258725881577,0.02279037795960903,0.07115554064512253,0.0002500000118743628
0.05204400420188904,0.08391257375478745,0.02607765607535839,0.08379199355840683,0.0002500000118743628
0.03241491690278053,0.08121385425329208,0.023991720750927925,0.07543499022722244,0.0002500000118743628
0.03961264342069626,0.0805075541138649,0.023523971438407898,0.06895007938146591,0.0002500000118743628
0.047702327370643616,0.0826805979013443,0.016050659120082855,0.07398571819067001,0.0002500000118743628
0.03951388597488403,0.0815427228808403,0.03704533353447914,0.08973252773284912,0.0002500000118743628
0.054894134402275085,0.08322373777627945,0.01804691180586815,0.06343703716993332,0.0002500000118743628
0.04044913128018379,0.08036672323942184,0.021777113899588585,0.07864993810653687,0.0002500000118743628
0.03941329941153526,0.08049354702234268,0.01709420047700405,0.0674026682972908,0.0002500000118743628
0.027799930423498154,0.0770108550786972,0.02467219904065132,0.07263042777776718,0.0002500000118743628
0.038330722600221634,0.07990826666355133,0.020422568544745445,0.07768098264932632,0.0002500000118743628
0.03572246432304382,0.07674390077590942,0.018246931955218315,0.07505207508802414,0.0001250000059371814
0.02328002266585827,0.07275349646806717,0.015552879311144352,0.06523037701845169,0.0001250000059371814
0.02750980108976364,0.07387712597846985,0.011380927637219429,0.060181666165590286,0.0001250000059371814
0.03591535985469818,0.07772116363048553,0.013134431093931198,0.06352201104164124,0.0001250000059371814
0.04927274212241173,0.07826977968215942,0.017694810405373573,0.07453618943691254,0.0001250000059371814
0.028495872393250465,0.07420503348112106,0.016432179138064384,0.06819404661655426,0.0001250000059371814
0.029602941125631332,0.07338124513626099,0.019219182431697845,0.06912379711866379,0.0001250000059371814
0.02725808694958687,0.07190882414579391,0.015405561774969101,0.0615185908973217,0.0001250000059371814
0.029902653768658638,0.0726313665509224,0.02468564547598362,0.07483677566051483,0.0001250000059371814
0.029419682919979095,0.07297557592391968,0.013545803725719452,0.06170961260795593,6.25000029685907e-05
0.03288231045007706,0.07204018533229828,0.013493073172867298,0.057541877031326294,6.25000029685907e-05
0.02619611658155918,0.07204880565404892,0.012724757194519043,0.062283098697662354,6.25000029685907e-05
0.032423969358205795,0.07083489000797272,0.011200805194675922,0.05382135882973671,6.25000029685907e-05
0.029721785336732864,0.07214878499507904,0.012123423628509045,0.05808374658226967,6.25000029685907e-05
0.025095928460359573,0.07006221264600754,0.013557765632867813,0.06274847686290741,6.25000029685907e-05
0.02530772052705288,0.07124534994363785,0.011481056921184063,0.05659634247422218,6.25000029685907e-05
0.02675236202776432,0.07060245424509048,0.012392502278089523,0.0575275756418705,6.25000029685907e-05
0.023699607700109482,0.06880364567041397,0.011611225083470345,0.05863015726208687,6.25000029685907e-05
0.02668134495615959,0.07117265462875366,0.013685580343008041,0.06250665336847305,6.25000029685907e-05
0.032500963658094406,0.07006441056728363,0.011682248674333096,0.058906763792037964,3.125000148429535e-05
0.027518346905708313,0.07196976244449615,0.011768890544772148,0.05775199830532074,3.125000148429535e-05
0.021587081253528595,0.06891629844903946,0.012080047279596329,0.059113290160894394,3.125000148429535e-05
0.025681540369987488,0.07039915025234222,0.0114230802282691,0.05954945459961891,3.125000148429535e-05
0.025688033550977707,0.07069482654333115,0.011906756088137627,0.056518010795116425,3.125000148429535e-05
0.02837212383747101,0.06914124637842178,0.012378344312310219,0.06203880161046982,3.125000148429535e-05
